question_type,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,topics_covered
Recursive algorithms,10,"\begin{enumerate}
    \item To remind you, the select(k) selection algorithm we learned in class operates as follows:
    \begin{enumerate}
        \item Divide the given array into groups of five, namely into disjoint arrays each with five elements.
        \item Find the medians of each of the fives.
        \item Find the median of medians recursively.
        \item Use the median of medians as a pivot to partition the array.
        \item Apply the algorithm recursively to the appropriate part.
    \end{enumerate}
    A student implemented the algorithm we learned in class. Let's assume a mistake occurred in the implementation of step 2 of the algorithm, so that for epsilon of the fives, the algorithm chooses an element from the five that is not necessarily the median. For example, if epsilon=1/2, the algorithm will choose any element among the five in at most half of the fives, and accordingly, in at least half of the fives, the algorithm will correctly choose the median. Apart from this, the implementation of the algorithm is correct.
    What is the highest bound on epsilon such that the incorrect implementation still returns a correct answer in linear time with respect to the input size, among the following options? Justify your answer.
\end{enumerate}

\begin{itemize}
    \item[a.] $\epsilon = 0$ meaning the algorithm works correctly and in linear time only if the correct medians are always chosen in step 2.
    \item[b.] $\epsilon \leq 0.1$
    \item[c.] $\epsilon \leq 0.2$
    \item[d.] $\epsilon \leq 0.4$
    \item[e.] $\epsilon \leq 0.9$
    \item[f.] $\epsilon \leq 1$ meaning the algorithm will work correctly and in linear time even if in each of the fives a non-median element is chosen.
\end{itemize}",C,"\text{Answer: C} \\
\text{The runtime is } T(n) = O(n) + T(n/5) + T(n - 3n/10 + 2\epsilon/5) \text{ thus answer C} \\
\text{is the largest such that the runtime is linear. The result of the minimization holds in any case.}",Selection and median-of-median algorithm
Recursive algorithms,3,"\noindent We want to implement a dictionary with the operations Search(), Delete(), Insert() on elements whose keys are integers. We will choose one of the implementations as we have seen them in class. Determine whether the statement is true or false and justify. 

\noindent Statement: 

\noindent \quad If it is important to us that the worst-case runtime for each operation is as low as possible (asymptotically), implementing with a hash table is preferable over implementing with a balanced binary search tree.

\noindent a. True

\noindent b. False",B,"\textbf{Answer: B} A hash table asymptotically improves the expected running time, but not the other two parameters, compared to a balanced binary search tree.",Hash tables
Recursive algorithms,3,"We want to implement a dictionary with the operations Search(), Delete(), and Insert() on elements whose keys are integers. We will choose one of the implementations, as we saw them in class. Determine for the statement whether it is true or false and justify.

Statement:
If we care about minimizing memory space (asymptotically), implementation with a hash table is preferable over implementation with a balanced binary search tree.
a. True
b. False",B,"\textbf{Answer: B} \\
A hash table asymptotically improves the expected runtime, but not the other two parameters compared to a balanced binary search tree.",Hash tables
Recursive algorithms,10,"This question refers to an implementation given in class of the union-find data structure that supports the operations find(), union(), make-set(). We are given that in every union operation, it receives two roots and the size of the smaller set among the two being merged is at most 21. The running time of each operation in the worst case should be as good as possible. \( n \) denotes the number of elements in the structure. Choose from the options what the running times of the operations are in the worst case, and justify your answer:

a. The operations find(), union(), make-set() are all in time \( O(1) \).
b. The make-set() operation is in time \( O(1) \), the union(), find() operations are in time \( O(\alpha(n)) \).
c. The make-set(), union() operations are in time \( O(1) \), the find() operation is in time \( O(\log n) \).
d. The make-set() operation is in time \( O(1) \), the union(), find() operations are in time \( O(\log n) \).
e. The union(), find(), make-set() operations are all in time \( O(\log n) \).
f. The make-set(), union(), find() operations are all in time \( O(n) \).",A,"\textbf{Answer: A} \\
The depth of the small tree in the union is bounded by a constant.",Union-Find
Amortized analysis,4,"\textit{A revolutionary computer architecture has been invented that includes a revolutionary operation called COMP that takes} \( \sqrt{N} \) \textit{keys appearing consecutively somewhere in the array and sorts them in ascending order in that place. The COMP operation takes} \( O(1) \) \textit{time to execute. Show how you can efficiently sort} \( N \) \textit{keys. What is the complexity of the algorithm? Hint: Given an array of size} \( N \), \textit{consider how you can rearrange the array so that} \( 0.5 \times \sqrt{N} \) \textit{smallest keys are sorted at the beginning of the array.} 

\textbf{Complexity:}

\textbf{Explanation:}",na,"\textbf{Complexity:} \(O(N)\) \\
We will perform this process on every \(\frac{\sqrt{N}}{2}\) in the array from the left end to the finish. \\
Each such process is bounded by \(O(\sqrt{N})\) and it is performed \(2\sqrt{N}\) times, therefore the total runtime is linear.",Complexity analysis
Amortized analysis,2,"\textit{We will implement an n-bit binary counter. The counter is initialized to the value 0...00. The Inc operation advances the counter, i.e., increases its value by 1 as follows. The operation searches sequentially for the rightmost 0, turns it into a 1, and turns all the 1s to its right into 0s. If the state of the counter is 1...11, then advancing it will change its state to 00...0. For example, if n=5 and the counter state is currently 00111, then after the Inc operation, the counter state will be 01000. After another Inc operation, the counter state will be 01001. The cost of an operation is defined as the number of bits whose value is changed by the operation. For example, the cost of advancing the counter in the example from 00111 to 01000 is 4, since 4 bits changed their value. The answers to the following sections should be exact, not asymptotic in terms of O(). What is the cost of the Inc operation in the worst case? Explain.}",na,"The answer is: \( N \) because it is the number of bits in the numerator, and they can all change in one operation.",Complexity analysis
Amortized analysis,5,"\textbf{We will implement a binary counter with $n$ bits. The counter is initialized to the value $0 \ldots 00$. The Inc operation advances the counter, meaning it increases its value by 1 as follows. The operation sequentially searches for the rightmost 0, turns it into a 1, and converts all 1's to its right into 0's. If the counter's state is $1 \ldots 11$, then advancing it will change its state to $00 \ldots 0$. For example, if $n=5$ and the counter state is currently $00111$, then after the Inc operation the counter state will be $01000$. After another Inc operation, the counter state will be $01001$. The cost of an operation is defined as the number of bits whose value is changed by the operation. For instance, the cost of advancing the counter in the example from $00111$ to $01000$ is 4, as 4 bits changed their value. The answers to the following sections need to be precise, not asymptotic in terms of $O(.)$. We will define a Double-Inc operation that calls for two consecutive Inc operations. What is the cost of the Double-Inc operation in the worst case? Explain.}",na,"\textbf{Answer:} n+1 \\
Any two operations necessarily include an operation where only the first bit changes, and therefore in the worst case, it's n+1.",Complexity analysis
Amortized analysis,5,"\text{We implement a binary counter with } n \text{ bits. The counter is initialized to the value } 0...00. \text{ The operation} \\
\text{Inc advances the counter, meaning it increases its value by 1 in the following manner. The operation} \\
\text{systematically searches for the rightmost 0, changes it to 1, and changes all the 1's to its right to 0.} \\
\text{If the state of the counter is } 1...11, \text{ then advancing it will change its state to } 00...0. \\
\text{For example, if } n = 5 \text{ and the current state of the counter is } 00111, \text{ then after the Inc operation} \\
\text{the state of the counter will be } 01000. \text{ After an additional Inc operation, the state of the counter will be} \\
01001. \text{ The cost of an operation is defined as the number of bits whose value is changed by the operation.} \\
\text{For example, the cost of advancing the counter in the example from } 00111 \text{ to } 01000 \text{ is } 4, \text{ since} \\
4 \text{ bits changed their value.} \\
\text{The answers to the following sections need to be precise, not asymptotic in terms of } O(.). \\
\text{Define Double-Inc as an operation that calls two consecutive Inc operations.} \\
\text{What is the amortized cost of the Double-Inc operation? Explain.}",na,"\textbf{Answer: 4} It is exactly the same analysis, except for the two operations, and therefore 4. Indeed, in every two operations, there will be two bits that change from 0 to 1 (two different ones!) - they rise by two, and we place two coins for flipping from 1 to 0 in the future. Anyone who has changed from 1 to 0 has already been funded in the past.",Amortized analysis
Recursive algorithms,9,"\textbf{Define a d-ary minimum heap:} Each node is smaller than its children, and each node has d children (except for a few nodes in the last and penultimate levels). All levels are full, except possibly the last one, which is filled from the left. For \(d=2\), this is the binary heap that was taught in class. We encountered the d-ary heap in homework.

\textbf{Formally:} Define a data structure Q with two fields. \(Q.size\) is the number of elements in the structure. \(Q.A\) is the array representing the heap. The root is in position 0. The children of node \(i\) are in positions \(di+1\) to \(di+d\) consecutively.

\textbf{Define the d-ary heap construction process:} Traverse the levels from the last level to the top, and at each level from right to left, perform heapify-down on each node. This process is identical to building a binary heap for \(d=2\).

\textbf{Formally:} Assume the array \(Q.A\) is initialized with the input values and the size field as well, then the process is:

\begin{verbatim}
BuildHeap(Q)
for i=Q.size-1 to 0 do
    heapify_down(Q, i)

heapify_down(Q, i)
min = i
j=di+1
while (j > min(Q.size, d(i+1)+1))
    if (Q.A[j] > Q.A[min])
        min = j
    j++
if (min > i)
    swap(Q.A[i], Q.A[min])
    heapify_down(Q, min)
\end{verbatim}

What is the worst-case runtime of the construction process we defined?
A. \(\Theta(n)\)
B. \(\Theta(n\log{d})\)
C. \(\Theta(n\log{n}/\log{d})\)
D. \(\Theta(n\log{n})\)
E. \(\Theta(nd)\)
F. \(\Theta(nd\log{n}/\log{d})\)

\textbf{Brief explanation:}",F,"\textbf{Answer:} \\
We note that in the worst case, we will perform \( n \) iterations, where in each iteration we go through \( d \) elements.",Binary heaps
Arrays and linked lists,9,"Define an infinite binary array, like the binary counter we saw in class, which supports the operation add(k), receiving a positive integer parameter k and adding k to the value n represented in the binary counter. For example, a call add(1), meaning with parameter k=1, is exactly the increment operation of the binary counter. What is the best time complexity in which the operation add(k) can be implemented as a function of k and n?
a. In the worst case O(logn) and amortized O(logk)
b. In the worst case O(log(n+k)) and amortized O(logk)
c. In the worst case O(log(n+k)) and amortized O(logn)
d. In the worst case O(lognlogk) and amortized O(logn)
e. In the worst case O(lognk) and amortized O(logn)
f. In the worst case O(n) and amortized O(k)",B,\textbf{Answer: B},Amortized analysis
